,loss,binary_accuracy,val_loss,val_binary_accuracy
0,0.5791402788045993,0.8814598917961121,0.34472960539232667,0.8804210424423218
1,0.3354766154524385,0.8843209743499756,0.34436253521720694,0.8804210424423218
2,0.33535884548640155,0.8843196034431458,0.3442787483381548,0.8804212212562561
3,0.33532670026245354,0.8843203783035278,0.3445759661002114,0.8804212212562561
4,0.33527968050392404,0.8843191266059875,0.3443536404931583,0.8804211020469666
5,0.3352350428526593,0.8843215703964233,0.3442091995421268,0.8804209232330322
6,0.3352108445148139,0.8843204975128174,0.34396925051505634,0.8804211020469666
7,0.3351535733923044,0.8843203186988831,0.34404936526852076,0.8804209232330322
8,0.3351121594103657,0.8843200206756592,0.34389009930734005,0.8804212212562561
9,0.3350666557695758,0.8843206167221069,0.34405554910939573,0.8804216384887695
10,0.3349863407952075,0.8843192458152771,0.34395866335754516,0.8804213404655457
11,0.33492471022779885,0.8843218684196472,0.34378149588401385,0.8804214000701904
12,0.3348378380161979,0.8843198418617249,0.34349484812198,0.88042151927948
13,0.3347608556383231,0.8843222260475159,0.34350904559111367,0.8804209232330322
14,0.33464930495869605,0.8843206167221069,0.3435041555658876,0.8804214000701904
15,0.33453122299197147,0.8843190670013428,0.34316245247889016,0.8804214000701904
16,0.3343772110093258,0.8843206167221069,0.3429897043983267,0.8804209232330322
17,0.3342117623489187,0.8843206763267517,0.34269661971071164,0.88042151927948
18,0.3340252632039829,0.8843206763267517,0.3423655295409615,0.8804214000701904
19,0.33373486659297186,0.884320855140686,0.3418867801924233,0.8804211020469666
20,0.3333417594935546,0.8843188285827637,0.34144370967657406,0.8804212212562561
21,0.3329554784734022,0.884320855140686,0.34056999832861806,0.8804210424423218
22,0.33242378835017505,0.8843209743499756,0.3402890719073804,0.8804212212562561
23,0.33184840188107684,0.8843211531639099,0.3389478251102971,0.8804211020469666
24,0.33114927868189686,0.8843200206756592,0.3374072706285711,0.8804216384887695
25,0.3303574691253968,0.8843209743499756,0.33687675934672734,0.8804211020469666
26,0.32960381640021025,0.8843222260475159,0.334321221389605,0.8804209232330322
27,0.3285369510498136,0.8843211531639099,0.33331616645919787,0.8804213404655457
28,0.3275507432841916,0.8843199014663696,0.33077636826489626,0.8804212212562561
29,0.32614874711823905,0.8843203783035278,0.3281496150260468,0.8804211020469666
30,0.32490928087644083,0.8843211531639099,0.3259245356550728,0.8804214000701904
31,0.3231947860417527,0.8843212723731995,0.32549239398929225,0.8803884387016296
32,0.32159288598407004,0.8843110203742981,0.31988990429071973,0.8803473114967346
33,0.31995337966015364,0.8842985033988953,0.3175910073876005,0.8803719878196716
34,0.31867601535307616,0.884268045425415,0.31494729300778745,0.8803967237472534
35,0.31763003870196405,0.8843474984169006,0.3150959853964273,0.8804628849029541
36,0.31603733792462774,0.8843494057655334,0.31367761080009327,0.8804048299789429
37,0.31501282424216237,0.8843225240707397,0.313336055643551,0.8804541826248169
38,0.31410855591807957,0.8843634128570557,0.30634360941426614,0.8805939555168152
39,0.31325841439727253,0.8844999074935913,0.30348536729436565,0.8810136914253235
40,0.31186335198776816,0.8847102522850037,0.303210153752697,0.8813095688819885
41,0.31112783936780536,0.8849126100540161,0.3038552352212581,0.8815400004386902
42,0.3102278755838292,0.8850368857383728,0.29966128257922947,0.8823220133781433
43,0.3089090140399452,0.8851689696311951,0.30041351975514685,0.8823709487915039
44,0.30860425785014467,0.885317862033844,0.3168213331736977,0.8816142082214355
45,0.30773447826920725,0.8856794834136963,0.2972361509826281,0.8831933736801147
46,0.30721167835385277,0.8859094977378845,0.2949168106264872,0.8837200403213501
47,0.30666075770965523,0.8858993649482727,0.3027431873681041,0.8842467069625854
48,0.3056120261009264,0.8861997127532959,0.30105250876408646,0.8847649693489075
49,0.3045747937230441,0.8865833878517151,0.2914432656689773,0.886590838432312
